type	race	ind	gerpa	gerpr
LR	SC	LR.SC.17	1791.50976334454	574.339585278239
LR	SC	LR.SC.18	1762.94685093161	561.463042784838
LR	SC	LR.SC.19	1817.42018532116	631.996875023668
LR	SC	LR.SC.20	1763.22096756036	678.647921672786
LR	SC	LR.SC.21	1767.03941767164	686.732901190199
LR	SC	LR.SC.22	1872.51685498492	671.950961910234
LR	SC	LR.SC.23	1887.10537524362	678.179015737822
LR	SC	LR.SC.01	1934.80695324366	683.757976903081
LR	SC	LR.SC.02	1886.32587285766	713.137566868281
LR	SC	LR.SC.03	1940.20749053805	719.920137478409
LR	SC	LR.SC.04	1943.94631288253	730.187596799666
LR	SC	LR.SC.05	1948.79503505776	697.22468532928
LR	SC	LR.SC.06	1906.58720763412	687.069896889111
LR	SC	LR.SC.07	1937.96373226259	720.991402031736
LR	SC	LR.SC.08	1919.90285692495	704.256546686269
LR	SC	LR.SC.09	1941.88601258417	716.292423083864
LR	SC	LR.SC.10	1921.70541786243	680.042483465447
LR	SC	LR.SC.11	1951.64198486064	670.321690662429
LR	SC	LR.SC.12	1900.21770734749	685.529505710951
LR	SC	LR.SC.13	1910.14744193692	703.681937088719
LR	SC	LR.SC.14	1938.55123087914	731.470905808012
LR	SC	LR.SC.15	1974.23540461741	672.005246608085
LR	SC	LR.SC.16	1947.64804437505	727.385494773124
LR	SC	LR.SC.17	1899.64721954324	711.347107308256
LR	SC	LR.SC.18	1913.33717153178	669.516770977921
LR	SC	LR.SC.19	1932.71637382183	712.321929617611
LR	SC	LR.SC.20	1934.44211340733	673.472542658864
LR	SC	LR.SC.21	1961.90331038832	729.882187283965
LR	SC	LR.SC.22	1940.55853079602	753.306816231926
LR	SC	LR.SC.23	1930.72130250294	714.654515286599
LR	SC	LR.SC.01	1382.91059378361	487.345549820234
LR	SC	LR.SC.02	1292.95920544261	486.41729928309
LR	SC	LR.SC.03	1310.20849318106	450.582433641707
LR	SC	LR.SC.04	1326.15275724625	462.474690128983
LR	SC	LR.SC.05	1318.79176238061	464.855100274254
LR	SC	LR.SC.06	1354.30183485707	439.216818671044
LR	SC	LR.SC.07	1392.3607012287	450.708629121729
LR	SC	LR.SC.08	1307.67284190148	422.137915640112
LR	SC	LR.SC.09	1341.29977622829	480.243104486887
LR	SC	LR.SC.10	1384.69167665108	502.646574282408
LR	SC	LR.SC.11	1339.16651156357	478.377734369166
LR	SC	LR.SC.12	1389.65249265589	486.912638197238
LR	SC	LR.SC.13	1337.75754507505	456.26044323059
LR	SC	LR.SC.14	1317.58284982499	456.942071929156
LR	SC	LR.SC.15	1419.63595356794	433.207392669381
LR	SC	LR.SC.16	1391.27782295152	485.189766295736
LR	SC	LR.SC.17	1325.88303302428	461.578397561744
LR	SC	LR.SC.18	1312.61060810747	459.343641189726
LR	SC	LR.SC.19	1319.77565560339	465.440331853102
LR	SC	LR.SC.20	1352.94158089825	500.215039444919
LR	SC	LR.SC.21	1379.19887363371	580.700870942379
LR	SC	LR.SC.22	1398.08408882615	480.858027278564
LR	SC	LR.SC.23	1388.16547143203	446.114484694584
LR	SC	LR.SC.01	1405.69186751932	484.564086085005
LR	SC	LR.SC.02	1460.05017401299	492.235589911884
LR	SC	LR.SC.03	1439.97406215284	475.747549108839
LR	SC	LR.SC.04	1452.36518145907	471.270141665543
LR	SC	LR.SC.05	1451.52410484849	518.94095616309
LR	SC	LR.SC.06	1446.31353779168	515.974436441477
LR	SC	LR.SC.07	1425.24408819809	481.619938855027
LR	SC	LR.SC.08	1440.08851320509	474.292743657153
LR	SC	LR.SC.09	1461.44864727356	530.865353672865
LR	SC	LR.SC.10	1429.08276132351	537.226908566505
LR	SC	LR.SC.11	1461.28170779565	508.219628079452
LR	SC	LR.SC.12	1415.22957229023	491.369056089293
LR	SC	LR.SC.13	1486.9855751261	540.807706892427
LR	SC	LR.SC.14	1437.34633103993	516.699046218646
LR	SC	LR.SC.15	1442.84577844278	519.243001244418
LR	SC	LR.SC.16	1453.47588902297	477.29996897197
LR	SC	LR.SC.17	1469.28609569674	491.94015682064
LR	SC	LR.SC.18	1487.96554596427	521.608994108058
LR	SC	LR.SC.19	1389.50857018204	533.745224570703
LR	SC	LR.SC.20	1454.42614456398	664.236905976265
LR	SC	LR.SC.21	1392.60577372138	527.994177896371
LR	SC	LR.SC.22	1426.2671604817	459.328129844105
LR	SC	LR.SC.23	1444.0087807047	469.972390118634
LR	SC	LR.SC.01	1576.229194181	568.729307325791
LR	SC	LR.SC.02	1559.02643792315	581.48436194217
LR	SC	LR.SC.03	1609.90187117227	620.437779604145
LR	SC	LR.SC.04	1672.52231979957	634.823261668678
LR	SC	LR.SC.05	1607.25527965228	590.496151597518
LR	SC	LR.SC.06	1625.50808754596	549.038149729189
LR	SC	LR.SC.07	1625.82945462831	600.965209491301
LR	SC	LR.SC.08	1630.28317075863	601.33031695522
LR	SC	LR.SC.09	1575.75423043035	605.869890972039
LR	SC	LR.SC.10	1575.22561004364	574.922055495147
LR	SC	LR.SC.11	1634.63216005338	575.482301474349
LR	SC	LR.SC.12	1592.17876873941	650.529429104483
LR	SC	LR.SC.13	1606.30274836999	601.961062002086
LR	SC	LR.SC.14	1627.17241585806	621.777545805841
LR	SC	LR.SC.15	1622.49814492403	621.851206099159
LR	SC	LR.SC.16	1624.92936232342	593.329665664599
LR	SC	LR.SC.17	1614.2653996168	625.238948009904
LR	SC	LR.SC.18	1643.25515653024	634.547237679836
LR	SC	LR.SC.19	1579.73306987977	592.617245452914
LR	SC	LR.SC.20	1576.89790875946	596.292912332747
LR	SC	LR.SC.21	1644.7420568637	604.028718403484
LR	SC	LR.SC.22	1607.93847794006	592.038930933981
LR	SC	LR.SC.23	1619.11401764615	604.771514561931
LR	SC	LR.SC.01	1259.05935277046	466.781407377551
LR	SC	LR.SC.02	1203.25420815823	421.478521716924
LR	SC	LR.SC.03	1232.5861042349	426.159785896579
LR	SC	LR.SC.04	1201.40467856552	462.222919326304
LR	SC	LR.SC.05	1228.74101798779	397.071384065779
LR	SC	LR.SC.06	1280.68471272424	441.58807506383
LR	SC	LR.SC.07	1155.08551317059	520.829775084809
LR	SC	LR.SC.08	1242.01006528871	407.03698813168
LR	SC	LR.SC.09	1210.41710546116	413.28170297174
LR	SC	LR.SC.10	1252.94276349007	442.562734367779
LR	SC	LR.SC.11	1172.70124138007	400.902600568166
LR	SC	LR.SC.12	1196.25814436817	412.691947286649
LR	SC	LR.SC.13	1229.1155715068	458.932078770439
LR	SC	LR.SC.14	1204.3787076899	345.993583744373
LR	SC	LR.SC.15	1206.81868018701	416.09693817105
LR	SC	LR.SC.16	1254.06345729088	395.782558417407
LR	SC	LR.SC.17	1199.9624840903	425.381534584295
LR	SC	LR.SC.18	1161.4100672608	408.405439032698
LR	SC	LR.SC.19	1231.6371569408	454.933522618287
LR	SC	LR.SC.20	1159.73196426787	513.567355600608
LR	SC	LR.SC.21	1273.81327345798	481.458370379569
LR	SC	LR.SC.22	1219.60436410491	457.070632807312
LR	SC	LR.SC.23	1236.77270227314	452.989320102362
LR	SC	LR.SC.01	1189.98635789341	453.062331809798
LR	SC	LR.SC.02	1137.38155926294	447.531138649345
LR	SC	LR.SC.03	1139.74629836606	378.545856501017
LR	SC	LR.SC.04	1192.73070109315	427.065872360167
LR	SC	LR.SC.05	1180.47187103551	405.793951466395
LR	SC	LR.SC.06	1156.22098569347	358.013704603412
LR	SC	LR.SC.07	1168.95695651468	394.586673719207
LR	SC	LR.SC.08	1168.61178591102	381.699156904511
LR	SC	LR.SC.09	1131.29553862543	342.944597617395
LR	SC	LR.SC.10	1173.06680952251	477.371702203906
LR	SC	LR.SC.11	1183.17232663493	409.17313971179
LR	SC	LR.SC.12	1178.09175148294	445.749480846094
LR	SC	LR.SC.13	1162.37093910576	393.563419859256
LR	SC	LR.SC.14	1108.59370097953	374.161014701057
LR	SC	LR.SC.15	1159.23134526328	409.306581503542
LR	SC	LR.SC.16	1164.12575337621	352.784554772736
LR	SC	LR.SC.17	1176.98712956146	408.396470427313
LR	SC	LR.SC.18	1120.33990351011	531.482799590169
LR	SC	LR.SC.19	1148.20573365666	456.312690519016
LR	SC	LR.SC.20	1162.54533941981	381.345892683262
LR	SC	LR.SC.21	1163.08032948729	450.265060215551
LR	SC	LR.SC.22	1204.89275143404	385.111900047508
LR	SC	LR.SC.23	1178.04596551858	389.013623611273
LR	SF	LR.SF.01	2964.24942132669	1030.24003559387
LR	SF	LR.SF.02	2908.85092745029	1014.917363618
LR	SF	LR.SF.03	2856.14899990658	992.590702852884
LR	SF	LR.SF.04	2839.25375740206	965.927253493894
LR	SF	LR.SF.05	2999.17331693482	1060.40754223622
LR	SF	LR.SF.06	2934.32159888811	1014.08246326272
LR	SF	LR.SF.07	2939.56004684599	1051.10255132665
LR	SF	LR.SF.08	2882.28273492284	956.216417269004
LR	SF	LR.SF.09	2866.09071819491	1017.49417923031
LR	SF	LR.SF.10	2926.7119290916	1023.49536723565
LR	SF	LR.SF.11	2948.68749637465	1045.6556649596
LR	SF	LR.SF.12	3032.91632037604	1195.4549412955
LR	SF	LR.SF.13	2880.51993988607	964.284524860026
LR	SF	LR.SF.14	2914.17737137143	1015.59918028454
LR	SF	LR.SF.15	2817.7887689017	970.993198706086
LR	SF	LR.SF.16	2839.23146458198	1004.52053727974
LR	SF	LR.SF.17	2924.49097374651	945.113337361033
LR	SF	LR.SF.18	2852.30093926507	916.809277150986
LR	SF	LR.SF.19	2936.67673241984	1042.65451433599
LR	SF	LR.SF.20	2849.7143266819	929.044609550511
LR	SF	LR.SF.21	2987.0396953938	1103.40328445325
LR	SF	LR.SF.22	2909.65220784469	1000.08647555736
LR	SF	LR.SF.23	2963.69502560456	1014.7240893656
LR	SF	LR.SF.01	1972.20800033277	774.839578563738
LR	SF	LR.SF.02	1991.18227416322	724.023431791426
LR	SF	LR.SF.03	2062.09069697447	748.581850220139
LR	SF	LR.SF.04	2069.48666489937	779.616107351342
LR	SF	LR.SF.05	2042.12699428528	722.532879430764
LR	SF	LR.SF.06	2018.04366338995	756.137046564388
LR	SF	LR.SF.07	1999.09736333991	635.844860749044
LR	SF	LR.SF.08	2125.733821005	780.629947992076
LR	SF	LR.SF.09	1996.0605715067	685.250964102938
LR	SF	LR.SF.10	2038.12475604522	727.895287770407
LR	SF	LR.SF.11	2041.54465083552	705.215217249011
LR	SF	LR.SF.12	2026.89261058476	711.376491586928
LR	SF	LR.SF.13	2060.84252924573	752.363060220606
LR	SF	LR.SF.14	1988.38083544263	701.900356195086
LR	SF	LR.SF.15	2081.71160844774	879.186662341202
LR	SF	LR.SF.16	2066.31921735945	630.590704128358
LR	SF	LR.SF.17	1993.69032826023	709.733685928677
LR	SF	LR.SF.18	2023.35997725994	693.540079700936
LR	SF	LR.SF.19	2094.9463341622	732.548219506277
LR	SF	LR.SF.20	2071.64850211399	734.757378212613
LR	SF	LR.SF.21	2087.76535826631	726.59210955085
LR	SF	LR.SF.22	2039.08238847965	659.69638491738
LR	SF	LR.SF.23	2060.72114798681	783.794932415214
LR	SF	LR.SF.01	1888.06741883372	697.314935213524
LR	SF	LR.SF.02	1945.55711317318	591.891080133847
LR	SF	LR.SF.03	1970.36650791089	702.572125076886
LR	SF	LR.SF.04	1934.25694818579	688.461931227516
LR	SF	LR.SF.05	1897.41206500961	623.592954529479
LR	SF	LR.SF.06	1950.54832107536	706.719021894143
LR	SF	LR.SF.07	1929.84141084205	647.256373743342
LR	SF	LR.SF.08	1932.18423224972	684.994357502236
LR	SF	LR.SF.09	1962.03982909448	635.973671116948
LR	SF	LR.SF.10	1942.67432780029	726.168403048297
LR	SF	LR.SF.11	1889.72270948083	712.684327458475
LR	SF	LR.SF.12	1871.42217003292	702.002650646527
LR	SF	LR.SF.13	1911.45818586338	683.310836858447
LR	SF	LR.SF.14	1980.41419872411	565.671888861424
LR	SF	LR.SF.15	1954.03247711313	724.796181218585
LR	SF	LR.SF.16	1937.34923827018	536.372801204959
LR	SF	LR.SF.17	1930.06236750105	568.33194012385
LR	SF	LR.SF.18	1988.72728944381	686.840325988194
LR	SF	LR.SF.19	1927.24538126116	644.987910287327
LR	SF	LR.SF.20	1958.9727392312	686.455396852835
LR	SF	LR.SF.21	1903.14395379097	719.953021881967
LR	SF	LR.SF.22	1893.03954419278	611.860589649776
LR	SF	LR.SF.23	1959.60726979593	566.640917035658
LR	SF	LR.SF.01	1795.07859984733	633.111344815347
LR	SF	LR.SF.02	1815.86344920683	626.696383232475
LR	SF	LR.SF.03	1863.9804854294	686.523960714508
LR	SF	LR.SF.04	1800.61450394271	634.384414428277
LR	SF	LR.SF.05	1889.50800648153	653.778976127197
LR	SF	LR.SF.06	1964.36921657704	623.950953678762
LR	SF	LR.SF.07	1917.15062578313	640.347754238183
LR	SF	LR.SF.08	1745.66475547433	602.035090679107
LR	SF	LR.SF.09	1819.20484577328	626.798068693423
LR	SF	LR.SF.10	1834.89204300808	627.776632086327
LR	SF	LR.SF.11	1849.51338040586	674.338607156181
LR	SF	LR.SF.12	1878.92870595746	644.150682630226
LR	SF	LR.SF.13	1839.09122903575	664.189536342913
LR	SF	LR.SF.14	1839.38760448432	609.55147295063
LR	SF	LR.SF.15	1808.70593559088	645.383073102733
LR	SF	LR.SF.16	1822.19406184638	622.619297281621
LR	SF	LR.SF.17	1837.64102088498	625.866816593002
LR	SF	LR.SF.18	1812.28342545019	587.989881456625
LR	SF	LR.SF.19	1805.95548141684	602.601115777038
LR	SF	LR.SF.20	1886.10315619413	650.188350359619
LR	SF	LR.SF.21	1750.44754588188	757.924912459775
LR	SF	LR.SF.22	1927.82150945054	608.94415010951
LR	SF	LR.SF.23	1810.69428137865	589.702521966282
LR	SF	LR.SF.01	1947.73730864697	791.69894568844
LR	SF	LR.SF.02	1979.84821890414	685.0521731589
LR	SF	LR.SF.03	1948.41550361156	725.064674018508
LR	SF	LR.SF.04	1943.38632177416	710.286183408107
LR	SF	LR.SF.05	1947.34124379935	667.844744203103
LR	SF	LR.SF.06	2005.91505707123	735.104395917673
LR	SF	LR.SF.07	1901.28532184731	652.733243604264
LR	SF	LR.SF.08	1977.73491801087	692.708174145725
LR	SF	LR.SF.09	1942.77839020797	712.584502498098
LR	SF	LR.SF.10	1927.84276202326	683.357780131381
LR	SF	LR.SF.11	1945.11729158517	741.267227921046
LR	SF	LR.SF.12	1977.80909894745	741.872596026244
LR	SF	LR.SF.13	1983.40688042445	733.863965225366
LR	SF	LR.SF.14	1982.48317905599	762.846080759731
LR	SF	LR.SF.15	1958.63698387074	706.849074631745
LR	SF	LR.SF.16	1975.42197906632	719.949940901354
LR	SF	LR.SF.17	1990.3562716463	705.975081993166
LR	SF	LR.SF.18	1945.20255559248	661.578846385597
LR	SF	LR.SF.19	1961.78940547998	715.075898822709
LR	SF	LR.SF.20	1937.93012121119	719.871127861736
LR	SF	LR.SF.21	1994.23414324551	702.932414620519
LR	SF	LR.SF.22	1901.60525350672	628.432795291027
LR	SF	LR.SF.23	1939.92534423287	621.484332383049
LR	SF	LR.SF.01	1337.66045170076	463.272568334852
LR	SF	LR.SF.02	1379.86301968841	471.510235648018
LR	SF	LR.SF.03	1358.09146272606	480.467236161466
LR	SF	LR.SF.04	1362.39999386677	480.237668370164
LR	SF	LR.SF.05	1330.10537887059	467.526359356195
LR	SF	LR.SF.06	1372.90359955943	460.206227925617
LR	SF	LR.SF.07	1336.44006761664	433.976387081378
LR	SF	LR.SF.08	1299.6542840535	407.988224225857
LR	SF	LR.SF.09	1361.31649958189	448.781851657184
LR	SF	LR.SF.10	1365.28664110004	485.975755035136
LR	SF	LR.SF.11	1346.18077166412	506.087628433677
LR	SF	LR.SF.12	1365.54134898425	463.186895917114
LR	SF	LR.SF.13	1310.48005969418	456.461462432859
LR	SF	LR.SF.14	1355.86605907193	493.271265179034
LR	SF	LR.SF.15	1330.20671087965	473.589911647736
LR	SF	LR.SF.16	1381.48988255782	440.930871283099
LR	SF	LR.SF.17	1324.75143227723	446.624035618068
LR	SF	LR.SF.18	1367.19123054792	458.332033184544
LR	SF	LR.SF.19	1350.05815404281	460.232902300618
LR	SF	LR.SF.20	1330.53146075399	460.293639662514
LR	SF	LR.SF.21	1352.81288835264	458.842680477119
LR	SF	LR.SF.22	1380.65051847309	473.253605102876
LR	SF	LR.SF.23	1381.39588005938	458.648980789351
LR	SF	LR.SF.01	1437.33833216201	537.628692728482
LR	SF	LR.SF.02	1427.50644947838	489.737457576326
LR	SF	LR.SF.03	1490.160078562	526.685403445523
LR	SF	LR.SF.04	1478.99414253662	526.264026639257
LR	SF	LR.SF.05	1481.72617851573	584.382641282487
LR	SF	LR.SF.06	1551.74269171748	516.468106747182
LR	SF	LR.SF.07	1436.22864931908	490.543126142892
LR	SF	LR.SF.08	1395.28234562377	440.738186733389
LR	SF	LR.SF.09	1466.73890452011	473.945831975582
LR	SF	LR.SF.10	1426.10057560183	506.286992841824
LR	SF	LR.SF.11	1419.14616168595	498.19323068792
LR	SF	LR.SF.12	1464.13377804337	627.06100773242
LR	SF	LR.SF.13	1448.39124584557	511.730745619296
LR	SF	LR.SF.14	1432.08154292978	510.411018354122
LR	SF	LR.SF.15	1346.25747529083	537.346354945619
LR	SF	LR.SF.16	1486.31373288005	488.891160989561
LR	SF	LR.SF.17	1528.97512751388	497.373201322435
LR	SF	LR.SF.18	1427.26397823599	425.546272838776
LR	SF	LR.SF.19	1466.12806477276	603.909170757455
LR	SF	LR.SF.20	1468.61841839058	521.257660267589
LR	SF	LR.SF.21	1441.5911409082	492.829866459405
LR	SF	LR.SF.22	1416.78307189044	518.939485783274
LR	SF	LR.SF.23	1473.47905602759	496.044372752862
LR	SF	LR.SF.01	1525.63400802746	537.029916764467
LR	SF	LR.SF.02	1587.27085352418	610.319950458727
LR	SF	LR.SF.03	1543.86059208242	545.520502971604
LR	SF	LR.SF.04	1596.43462027649	550.380187187933
LR	SF	LR.SF.05	1549.0085988822	556.313273220022
LR	SF	LR.SF.06	1568.42421515301	530.936129836846
LR	SF	LR.SF.07	1542.42723088639	630.487052494181
LR	SF	LR.SF.08	1596.48641449019	593.280064452651
LR	SF	LR.SF.09	1566.89407159634	572.689767926865
LR	SF	LR.SF.10	1583.85611660952	586.282598942086
LR	SF	LR.SF.11	1582.45329680466	599.844151886604
LR	SF	LR.SF.12	1525.26184554605	505.76532703276
LR	SF	LR.SF.13	1554.13290004822	545.16951780074
LR	SF	LR.SF.14	1526.32004278194	577.925521054909
LR	SF	LR.SF.15	1595.59806247237	574.150228558998
LR	SF	LR.SF.16	1553.13903127452	591.190511416783
LR	SF	LR.SF.17	1565.33723067898	574.923441761484
LR	SF	LR.SF.18	1529.80695724883	517.791425201844
LR	SF	LR.SF.19	1594.57816256798	600.286018615541
LR	SF	LR.SF.20	1591.01389711721	595.660921699393
LR	SF	LR.SF.21	1588.27406837264	585.581499370726
LR	SF	LR.SF.22	1528.95023672639	607.185924705035
LR	SF	LR.SF.23	1628.09931599357	597.08572898349
LR	SF	LR.SF.01	1158.25336742217	395.441360439355
LR	SF	LR.SF.02	1203.65062119036	390.595634474895
LR	SF	LR.SF.03	1225.92732289935	423.869703100409
LR	SF	LR.SF.04	1242.02602406588	444.387729003937
LR	SF	LR.SF.05	1239.69040231642	401.027422915616
LR	SF	LR.SF.06	1204.38758546512	412.018208647383
LR	SF	LR.SF.07	1242.4402008985	418.719218816419
LR	SF	LR.SF.08	1239.72205994061	438.013116835694
LR	SF	LR.SF.09	1219.43268535981	425.519217858377
LR	SF	LR.SF.10	1243.95397656912	411.158844584585
LR	SF	LR.SF.11	1244.98959689436	424.441861269445
LR	SF	LR.SF.12	1212.82816940914	518.382684246386
LR	SF	LR.SF.13	1213.5129920744	523.074664875639
LR	SF	LR.SF.14	1208.51965176392	403.455471642625
LR	SF	LR.SF.15	1225.34841480782	457.876595617292
LR	SF	LR.SF.16	1203.87962946421	410.294456039954
LR	SF	LR.SF.17	1160.98684028645	361.143052885762
LR	SF	LR.SF.18	1198.75061825521	413.122882438289
LR	SF	LR.SF.19	1227.64361947715	395.765546130575
LR	SF	LR.SF.20	1255.93604087834	438.791054499834
LR	SF	LR.SF.21	1239.24912515017	423.740606437209
LR	SF	LR.SF.22	1265.36345341179	423.06831485687
LR	SF	LR.SF.23	1250.23366735265	431.570470858885
LR	SF	LR.SF.01	1151.66953522537	402.284980653421
LR	SF	LR.SF.02	1194.76535831367	428.125924788464
LR	SF	LR.SF.03	1129.09183269668	417.132342189697
LR	SF	LR.SF.04	1184.10896215096	387.401974197423
LR	SF	LR.SF.05	1189.28136100249	399.13555942227
LR	SF	LR.SF.06	1133.9321527746	428.494099677762
LR	SF	LR.SF.07	1204.51290105088	434.952424351471
LR	SF	LR.SF.08	1147.85007030535	382.243219123875
LR	SF	LR.SF.09	1177.95453192019	382.574376252721
LR	SF	LR.SF.10	1149.78393724143	379.478663409996
LR	SF	LR.SF.11	1191.32021506168	407.715826426209
LR	SF	LR.SF.12	1149.09062100546	394.700131676338
LR	SF	LR.SF.13	1180.52267511297	432.809720514092
LR	SF	LR.SF.14	1161.22953947016	432.145498393048
LR	SF	LR.SF.15	1127.26723358203	512.886399837214
LR	SF	LR.SF.16	1198.49719885651	463.597926878176
LR	SF	LR.SF.17	1198.02994017472	445.320387972608
LR	SF	LR.SF.18	1149.69071029836	360.321645463249
LR	SF	LR.SF.19	1153.1177196086	399.439594604632
LR	SF	LR.SF.20	1149.74596681973	388.824312244621
LR	SF	LR.SF.21	1220.09323479285	450.561936113066
LR	SF	LR.SF.22	1224.64648602726	596.797355144604
LR	SF	LR.SF.23	1144.80589060046	372.632562919539
DH	BU	DH.BU.26	2870.33431237807	1435.16715618903
DH	BU	DH.BU.1	2796.6012044063	1398.30060220315
DH	BU	DH.BU.2	2777.18181180304	1388.59090590152
DH	BU	DH.BU.29	2760.44124358558	1380.22062179279
DH	BU	DH.BU.3	2670.10149879784	1335.05074939892
DH	BU	DH.BU.4	2746.18790589494	1373.09395294747
DH	BU	DH.BU.34	2755.00412914445	1377.50206457223
DH	BU	DH.BU.5	2839.21292925876	1419.60646462938
DH	BU	DH.BU.6	2697.71068269065	1348.85534134532
DH	BU	DH.BU.7	2795.96550399343	1397.98275199671
DH	BU	DH.BU.8	2685.52590485565	1342.76295242782
DH	BU	DH.BU.9	2743.69727206527	1371.84863603263
DH	BU	DH.BU.11	2659.16788836244	1329.58394418122
DH	BU	DH.BU.12	2689.94135390107	1344.97067695053
DH	BU	DH.BU.35	2857.35809896459	1428.6790494823
DH	BU	DH.BU.13	2779.27134474362	1389.63567237181
DH	BU	DH.BU.30	2757.92162929114	1378.96081464557
DH	BU	DH.BU.32	2736.78070368435	1368.39035184218
DH	BU	DH.BU.31	2602.96906285795	1301.48453142898
DH	BU	DH.BU.28	2800.87354840922	1400.43677420461
DH	BU	DH.BU.14	2717.4624959284	1358.7312479642
DH	BU	DH.BU.15	2818.99812951907	1409.49906475953
DH	BU	DH.BU.27	2834.54017406506	1417.27008703253
DH	BU	DH.BU.16	2695.26308989444	1347.63154494722
DH	BU	DH.BU.17	2681.85713250708	1340.92856625354
DH	BU	DH.BU.18	2850.83874211535	1425.41937105768
DH	BU	DH.BU.20	2700.84593473145	1350.42296736572
DH	BU	DH.BU.21	2667.254748913	1333.6273744565
DH	BU	DH.BU.22	2752.41052946508	1376.20526473254
DH	BU	DH.BU.23	2644.7995026998	1322.3997513499
DH	BU	DH.BU.33	2647.50102829316	1323.75051414658
DH	BU	DH.BU.24	2766.3168281182	1383.1584140591
DH	BU	DH.BU.25	2642.23652236441	1321.1182611822
DH	BU	DH.BU.10	2715.24986020777	1357.62493010389
DH	BU	DH.BU.36	2687.33093691532	1343.66546845766
DH	BU	DH.BU.19	2716.20668787446	1358.10334393723
DH	BU	DH.BU.26	1746.76866374887	873.384331874434
DH	BU	DH.BU.1	1964.21222483941	982.106112419704
DH	BU	DH.BU.2	1928.78462314533	964.392311572665
DH	BU	DH.BU.29	1822.59180907015	911.295904535077
DH	BU	DH.BU.3	1937.70419756419	968.852098782097
DH	BU	DH.BU.4	1919.39668194794	959.69834097397
DH	BU	DH.BU.34	1807.71834071861	903.859170359305
DH	BU	DH.BU.5	1911.92439492751	955.962197463753
DH	BU	DH.BU.6	2032.18897991572	1016.09448995786
DH	BU	DH.BU.7	1883.36547697566	941.682738487829
DH	BU	DH.BU.8	1904.30165256074	952.150826280372
DH	BU	DH.BU.9	1958.89781062197	979.448905310984
DH	BU	DH.BU.11	1837.88098457091	918.940492285455
DH	BU	DH.BU.12	1931.54008197191	965.770040985955
DH	BU	DH.BU.35	2043.05271689926	1021.52635844963
DH	BU	DH.BU.13	2058.40018745377	1029.20009372689
DH	BU	DH.BU.30	1913.03472359566	956.517361797828
DH	BU	DH.BU.32	1957.82785534915	978.913927674575
DH	BU	DH.BU.31	1942.5852430614	971.292621530698
DH	BU	DH.BU.28	1942.21228097236	971.10614048618
DH	BU	DH.BU.14	1782.29362943977	891.146814719886
DH	BU	DH.BU.15	1964.60779049321	982.303895246605
DH	BU	DH.BU.27	1863.54845069255	931.774225346275
DH	BU	DH.BU.16	1803.54792762237	901.773963811186
DH	BU	DH.BU.17	2020.42022671915	1010.21011335957
DH	BU	DH.BU.18	1771.15797697693	885.578988488467
DH	BU	DH.BU.20	1827.09307899804	913.54653949902
DH	BU	DH.BU.21	1880.22011038146	940.110055190731
DH	BU	DH.BU.22	1928.18431763347	964.092158816736
DH	BU	DH.BU.23	1992.80347656954	996.40173828477
DH	BU	DH.BU.33	1866.89907605539	933.449538027696
DH	BU	DH.BU.24	1968.94333046749	984.471665233743
DH	BU	DH.BU.25	1954.20121735317	977.100608676584
DH	BU	DH.BU.10	1885.51697944705	942.758489723524
DH	BU	DH.BU.36	1823.37281298368	911.686406491838
DH	BU	DH.BU.19	1974.74047960539	987.370239802695
DH	BU	DH.BU.26	1866.28467443886	933.142337219428
DH	BU	DH.BU.1	1820.301685677	910.150842838502
DH	BU	DH.BU.2	1882.6632491928	941.331624596402
DH	BU	DH.BU.29	1905.2367084501	952.618354225049
DH	BU	DH.BU.3	1897.45729230031	948.728646150155
DH	BU	DH.BU.4	1895.27793702226	947.63896851113
DH	BU	DH.BU.34	1854.05808184233	927.029040921165
DH	BU	DH.BU.5	1803.55688522122	901.778442610609
DH	BU	DH.BU.6	1834.29159230889	917.145796154447
DH	BU	DH.BU.7	1752.67191097223	876.335955486116
DH	BU	DH.BU.8	1918.35380279956	959.17690139978
DH	BU	DH.BU.9	1788.51039217318	894.255196086591
DH	BU	DH.BU.11	1915.13588658934	957.567943294672
DH	BU	DH.BU.12	1836.12685956016	918.063429780081
DH	BU	DH.BU.35	1780.35400110325	890.177000551627
DH	BU	DH.BU.13	1863.00865875726	931.504329378629
DH	BU	DH.BU.30	1880.95000170183	940.475000850913
DH	BU	DH.BU.32	1799.39758571785	899.698792858926
DH	BU	DH.BU.31	1837.54203663199	918.771018315996
DH	BU	DH.BU.28	1833.83120277229	916.915601386147
DH	BU	DH.BU.14	1839.48241860703	919.741209303513
DH	BU	DH.BU.15	1913.21873186674	956.609365933371
DH	BU	DH.BU.27	1811.43367134173	905.716835670867
DH	BU	DH.BU.16	1823.94562152289	911.972810761443
DH	BU	DH.BU.17	1950.47734093333	975.238670466664
DH	BU	DH.BU.18	1845.086150691	922.5430753455
DH	BU	DH.BU.20	1877.47355061681	938.736775308404
DH	BU	DH.BU.21	1863.89231842819	931.946159214093
DH	BU	DH.BU.22	1789.19517085768	894.597585428838
DH	BU	DH.BU.23	1833.23782792339	916.618913961694
DH	BU	DH.BU.33	1881.48349491704	940.741747458521
DH	BU	DH.BU.24	1895.05128563407	947.525642817037
DH	BU	DH.BU.25	1871.92054465436	935.960272327181
